accsym,syn,sym,taxon
RHINI,SEROI4,SEROI4,Sedum roseum ssp. integrifolium
RHINI,SEROA2,SEROA2,Sedum roseum var. alaskanum
RHINI,SEROF2,SEROF2,Sedum roseum var. frigidum
RHINI,SEROI5,SEROI5,Sedum roseum var. integrifolium
RHINL,SEROL2,SEROL2,Sedum roseum var. leedyi
RHRO3,SEROR2,SEROR2,Sedum roseum var. roanense
SERU8,,SERU8,Sedum rubrotinctum
SERE4,SERU80,SERU80,Sedum rupestre
SEFO3,SERUF,SERUF,Sedum rupestre var. forsterianum
SERU3,,SERU3,Sedum rupicola
SESA,,SESA,Sedum sarmentosum
PHSE19,SESE14,SESE14,Sedum selskianum
SESE6,,SESE6,Sedum sexangulare
HYSI3,SESI6,SESI6,Sedum sieboldii
DISM3,SESM2,SESM2,Sedum smallii
SESP,,SESP,Sedum spathulifolium
SESPS,SESPA,SESPA,Sedum spathulifolium ssp. anomalum
SESPP,,SESPP,Sedum spathulifolium ssp. pruinosum
SESPP2,,SESPP2,Sedum spathulifolium ssp. purdyi
SESPS,,SESPS,Sedum spathulifolium ssp. spathulifolium
SESPY,,SESPY,Sedum spathulifolium ssp. yosemitense
SESPY,SESPM2,SESPM2,Sedum spathulifolium var. majus
SESPP,SESPP4,SESPP4,Sedum spathulifolium var. pruinosum
HYSP9,SESP6,SESP6,Sedum spectabile
PHSP9,SESP2,SESP2,Sedum spurium
PHSP9,SESPC,SESPC,Sedum spurium var. coccineum
SEST,,SEST,Sedum stelliforme
SEST2,,SEST2,Sedum stenopetalum
SERAC,SESTC,SESTC,Sedum stenopetalum ssp. ciliosum
SESTM,,SESTM,Sedum stenopetalum ssp. monanthum
SERAR,SESTR2,SESTR2,Sedum stenopetalum ssp. radiatum
SESTS2,,SESTS2,Sedum stenopetalum ssp. stenopetalum
SEST8,,SEST8,Sedum stoloniferum
SELAS,SESU7,SESU7,Sedum subalpinum
HYTE9,SETE,SETE,Sedum telephioides
HYTET2,SETE2,SETE2,Sedum telephium
HYTEF,SETEF,SETEF,Sedum telephium ssp. fabaria
HYTET2,SETEP,SETEP,Sedum telephium ssp. purpureum
SETE3,,SETE3,Sedum ternatum
LETE4,SETE11,SETE11,Sedum texanum
HYTET2,SETR5,SETR5,Sedum triphyllum
SEVA5,,SEVA5,Sedum valens
SEPU,SEVI8,SEVI8,Sedum vigilimontis
SEVI6,,SEVI6,Sedum villosum
SECO,SEWO2,SEWO2,Sedum wootonii
SEWR,,SEWR,Sedum wrightii
SEWRP,,SEWRP,Sedum wrightii ssp. priscum
SEWRW,,SEWRW,Sedum wrightii ssp. wrightii
SESPY,SEYO,SEYO,Sedum yosemitense
SEGES,,SEGES,Segestria
SELE12,,SELE12,Segestria leptalea
SEMA19,,SEMA19,Segestria mammillosa
SEOC3,,SEOC3,Segestria octomera
SERU9,,SERU9,Segestria rubentior
SEHIM2,,SEHIM2,Sehima
SEIS,,SEIS,Sehima ischaemoides
SENE2,SENE7,SENE7,Sehima nervosa
SENE2,,SENE2,Sehima nervosum
SELAG,,SELAG,Selaginella
SEAC4,,SEAC4,Selaginella acanthonota
SETE8,SEAL6,SEAL6,Selaginella albonitens
SEAP,,SEAP,Selaginella apoda
SELU3,SEAPL,SEAPL,Selaginella apoda var. ludoviciana
SEAP,SEAP3,SEAP3,Selaginella apus
SEAR5,,SEAR5,Selaginella arbuscula
SEAR,,SEAR,Selaginella arenicola
SEAC4,SEARA,SEARA,Selaginella arenicola ssp. acanthonota
SEARA2,,SEARA2,Selaginella arenicola ssp. arenicola
SEARR,,SEARR,Selaginella arenicola ssp. riddellii
SEARR,SEARR2,SEARR2,Selaginella arenicola var. riddellii
SEAR2,,SEAR2,Selaginella arizonica
SEAR6,,SEAR6,Selaginella armata
SEEA,SEARE,SEARE,Selaginella armata var. eatonii
SEAS,,SEAS,Selaginella asprella
SEBI,,SEBI,Selaginella bigelovii
SEBR3,,SEBR3,Selaginella braunii
SEIN7,SECA27,SECA27,Selaginella caulescens
SECI5,,SECI5,Selaginella ciliaris
SECI7,,SECI7,Selaginella ciliaris
SECI,,SECI,Selaginella cinerascens
SECO5,,SECO5,Selaginella cordifolia
SEDE4,,SEDE4,Selaginella deflexa
SEDE2,,SEDE2,Selaginella densa
SEDED,,SEDED,Selaginella densa var. densa
SEDES,,SEDES,Selaginella densa var. scopulorum
SEDES2,,SEDES2,Selaginella densa var. standleyi
SEDO6,,SEDO6,Selaginella dorsicola
SEDO,,SEDO,Selaginella douglasii
SEEA,,SEEA,Selaginella eatonii
SEEC,,SEEC,Selaginella eclipes
SEDED,SEEN,SEEN,Selaginella engelmannii
SEDES,SEENS,SEENS,Selaginella engelmannii var. scopulorum
SEDES2,SEENS2,SEENS2,Selaginella engelmannii var. standleyi
SEER,,SEER,Selaginella eremophila
SEFL2,,SEFL2,Selaginella flabellata
SEHA2,,SEHA2,Selaginella hansenii
SEIN7,,SEIN7,Selaginella involvens
SEKR,,SEKR,Selaginella kraussiana
SEKR2,,SEKR2,Selaginella krugii
SELA5,,SELA5,Selaginella laxifolia
SELE2,,SELE2,Selaginella lepidophylla
SELE3,,SELE3,Selaginella leucobryoides
SELU3,,SELU3,Selaginella ludoviciana
SEME2,,SEME2,Selaginella menziesii
SEMU,,SEMU,Selaginella mutica
SEMUL,,SEMUL,Selaginella mutica var. limitanea
SEMUM,,SEMUM,Selaginella mutica var. mutica
SEMUL,SEMUT,SEMUT,Selaginella mutica var. texana
SEOR3,,SEOR3,Selaginella oregana
SEOV,,SEOV,Selaginella ovifolia
SEPA7,,SEPA7,Selaginella palauensis
SESA2,SEPA11,SEPA11,Selaginella parvula
SEPE,,SEPE,Selaginella peruviana
SEPI,,SEPI,Selaginella pilifera
SEPI,SEPIP,SEPIP,Selaginella pilifera var. pringlei
SEAR6,SEPL4,SEPL4,Selaginella plagiochila
SEPL3,,SEPL3,Selaginella plana
SEPL2,,SEPL2,Selaginella plumosa
SESU3,SEPO6,SEPO6,Selaginella portoricensis
SEPS4,SEPS5,SEPS5,Selaginella pseudo-volkensii
SEPS4,,SEPS4,Selaginella pseudovolkensii
SEARR,SERI3,SERI3,Selaginella riddellii
SERU,,SERU,Selaginella rupestris
SERU2,,SERU2,Selaginella rupincola
SESA2,,SESA2,Selaginella sandvicensis
SEDES,SESC5,SESC5,Selaginella scopulorum
SESE,,SESE,Selaginella selaginoides
SEPE,SESH2,SESH2,Selaginella sheldonii
SESI,,SESI,Selaginella sibirica
SESU2,SESI4,SESI4,Selaginella sintenisii
SEDES2,SEST5,SEST5,Selaginella standleyi
SEST11,,SEST11,Selaginella stellata
SEST12,,SEST12,Selaginella stipitata
SEPL2,SEST7,SEST7,Selaginella stolonifera
SESU2,,SESU2,Selaginella subcaulescens
SESU3,,SESU3,Selaginella substipitata
SETE8,,SETE8,Selaginella tenella
SETO,,SETO,Selaginella tortipila
SEUM,,SEUM,Selaginella umbrosa
SEUN2,,SEUN2,Selaginella uncinata
SEUN,,SEUN,Selaginella underwoodii
SEUN,SEUND,SEUND,Selaginella underwoodii var. dolichotricha
SEUT,,SEUT,Selaginella utahensis
SEVI,,SEVI,Selaginella viridissima
SEWA,,SEWA,Selaginella wallacei
SEWA2,,SEWA2,Selaginella watsonii
SEWE3,,SEWE3,Selaginella weatherbiana
SEWI,,SEWI,Selaginella willdenowii
SEWR2,,SEWR2,Selaginella wrightii
SENE3,,SENE3,Selaginella ×neomexicana
SELEN,,SELEN,Selenia
SEAU,SEAP4,SEAP4,Selenia aptera
SEAU,,SEAU,Selenia aurea
SEDI2,,SEDI2,Selenia dissecta
SEGR2,,SEGR2,Selenia grandis
SEJO,,SEJO,Selenia jonesii
SEJOJ,,SEJOJ,Selenia jonesii var. jonesii
SEJOO,,SEJOO,Selenia jonesii var. obovata
SELEN2,,SELEN2,Selenicereus
SECO16,,SECO16,Selenicereus coniflorus
SEGR10,,SEGR10,Selenicereus grandiflorus
SEIN9,,SEIN9,Selenicereus innesii
SEGR10,SEMA22,SEMA22,Selenicereus macdonaldiae
SEPT,,SEPT,Selenicereus pteranthus
SESP8,,SESP8,Selenicereus spinulosus
SELIG2,,SELIG2,Seligeria
SEAC8,,SEAC8,Seligeria acutifolia
SEBR5,,SEBR5,Seligeria brevifolia
SECA15,,SECA15,Seligeria calcarea
SECA16,,SECA16,Seligeria campylopoda
SECA17,,SECA17,Seligeria careyana
SEDI12,,SEDI12,Seligeria diversifolia
SEDO4,,SEDO4,Seligeria donniana
SEDO4,SEDO5,SEDO5,Seligeria donnii
SEOE,,SEOE,Seligeria oelandica
SEPO7,,SEPO7,Seligeria polaris
SEPU14,,SEPU14,Seligeria pusilla
SERE6,,SERE6,Seligeria recurvata
SESU70,,SESU70,Seligeria subimmersa
SETR7,,SETR7,Seligeria tristichoides
SELIN,,SELIN,Selinocarpus
SEAN,,SEAN,Selinocarpus angustifolius
AMCH3,SECH3,SECH3,Selinocarpus chenopodioides
SEDI3,,SEDI3,Selinocarpus diffusus
SENE5,SEDIN,SEDIN,Selinocarpus diffusus ssp. nevadensis
SELA3,,SELA3,Selinocarpus lanceolatus
SEMA17,,SEMA17,Selinocarpus maloneanus
SENE5,,SENE5,Selinocarpus nevadensis
SEPA,,SEPA,Selinocarpus parvifolius
SELIN2,,SELIN2,Selinum
SECA20,,SECA20,Selinum carvifolia
CNMO,SEMO7,SEMO7,Selinum monnieri
GYGL,SEGL7,SEGL7,Selloa glutinosa
SEMAT,,SEMAT,Sematophyllum
SEAD3,,SEAD3,Sematophyllum adnatum
SESU11,SECA18,SECA18,Sematophyllum caespitosum
SEDE7,SECA19,SECA19,Sematophyllum carolinianum
SEAD3,SECAA,SECAA,Sematophyllum carolinianum var. admixtum
SEDE7,,SEDE7,Sematophyllum demissum
SEMA13,,SEMA13,Sematophyllum marylandicum
HYMI8,SEMI5,SEMI5,Sematophyllum micans
HYMI8,SENO2,SENO2,Sematophyllum novae-caesareae
ACSM3,SESM4,SESM4,Sematophyllum smallii
SESU11,,SESU11,Sematophyllum subpinnatum
SEMEC2,,SEMEC2,Semecarpus
SEAN7,,SEAN7,Semecarpus anacardium
SECA14,,SECA14,Semecarpus cassuvium
SEVE6,SEVE7,SEVE7,Semecarpus venenosa
SEVE6,,SEVE6,Semecarpus venenosus
SEMIA,,SEMIA,Semiarundinaria
SEFA3,,SEFA3,Semiarundinaria fastuosa
SEMPE,,SEMPE,Sempervivum
JOHE,SEHE,SEHE,Sempervivum heuffelii
SETE5,,SETE5,Sempervivum tectorum
SENEC,,SENEC,Senecio
SEAC2,,SEAC2,Senecio actinella
SEAC2,SEACM,SEACM,Senecio actinella var. mogollonicus
PAST10,SEAC6,SEAC6,Senecio acutidens
PAST10,SEAD2,SEAD2,Senecio adamsii
SESEA,SEAD5,SEAD5,Senecio admirabilis
PATO4,SEAL7,SEAL7,Senecio alabamensis
TEYU,SEAL12,SEAL12,Senecio alaskanus
SEERK,SEAM3,SEAM3,Senecio ambrosioides
SEAM,,SEAM,Senecio amplectens
SEAMA,,SEAMA,Senecio amplectens var. amplectens
SEAMH,,SEAMH,Senecio amplectens var. holmii
SETA,SEAMT,SEAMT,Senecio amplectens var. taraxacoides
SEAM2,,SEAM2,Senecio ampullaceus
PAAN6,SEAN2,SEAN2,Senecio anonymus
PAAN7,SEAN3,SEAN3,Senecio antennariifolius
KLAN,SEAN8,SEAN8,Senecio anteuphorbium
SEAP2,,SEAP2,Senecio aphanactis
SEAQ,,SEAQ,Senecio aquaticus
SEAQB,,SEAQB,Senecio aquaticus ssp. barbareifolius
ERGL11,SEAR11,SEAR11,Senecio argutus
SEAR3,,SEAR3,Senecio arizonicus
SEAR4,,SEAR4,Senecio aronicoides
SEAS2,,SEAS2,Senecio astephanus
SEAT,,SEAT,Senecio atratus
TEATA,SEAT2,SEAT2,Senecio atropurpureus
TEATF2,SEATF2,SEATF2,Senecio atropurpureus ssp. frigidus
TEKJ,SEATT,SEATT,Senecio atropurpureus ssp. tomentosus
TEKJ,SEATD,SEATD,Senecio atropurpureus var. dentatus
TEATF2,SEATU2,SEATU2,Senecio atropurpureus var. ulmeri
PAAU3,SEAU2,SEAU2,Senecio aureus
PAAU3,SEAUA,SEAUA,Senecio aureus var. aquilonius
PAST10,SEAUB,SEAUB,Senecio aureus var. borealis
PAAU3,SEAUG,SEAUG,Senecio aureus var. gracilis
PAAU3,SEAUI,SEAUI,Senecio aureus var. intercursus
PAPSS,SEAUS,SEAUS,Senecio aureus var. semicordatus
PAWE4,SEAUW,SEAUW,Senecio aureus var. werneriifolius
PAPA20,SEBA4,SEBA4,Senecio balsamitae
PABE7,SEBE,SEBE,Senecio bernardinus
SECI2,SEBI4,SEBI4,Senecio bicolor
SECI2,SEBIC,SEBIC,Senecio bicolor ssp. cineraria
SEBI2,,SEBI2,Senecio bigelovii
SEBIB,,SEBIB,Senecio bigelovii var. bigelovii
SEBIH,,SEBIH,Senecio bigelovii var. hallii
TELI6,SEBI10,SEBI10,Senecio bivestitus
SEFRB,SEBL2,SEBL2,Senecio blitoides
SEBL,,SEBL,Senecio blochmaniae
PABOB,SEBO,SEBO,Senecio bolanderi
PABOH,SEBOH,SEBOH,Senecio bolanderi var. harfordii
PABR11,SEBR,SEBR,Senecio breweri
ERHIC2,SECA11,SECA11,Senecio cacalioides
SECA,,SECA,Senecio californicus
SECA7,,SECA7,Senecio cannabifolius
SECA5,,SECA5,Senecio cannabinifolius
PACA15,SECA2,SECA2,Senecio canus
TECA7,SECA10,SECA10,Senecio capillaris
PACA34,SECA6,SECA6,Senecio cardamine
ROHA3,SECA8,SECA8,Senecio carlomasonii
SEFRB,SECA12,SECA12,Senecio carthamoides
PACA35,SECA24,SECA24,Senecio castoreus
SEPU3,SECE2,SECE2,Senecio cernuus
SECI2,,SECI2,Senecio cineraria
SECL,,SECL,Senecio clarkianus
PACL10,SECL2,SECL2,Senecio clevelandii
PACL10,SECLH,SECLH,Senecio clevelandii var. heterophyllus
PASP18,SECL5,SECL5,Senecio cliffordii
LIDE8,SECL3,SECL3,Senecio clivorum
SEINE,SECO12,SECO12,Senecio columbianus
PSCH,SECO8,SECO8,Senecio confusus
SECO2,,SECO2,Senecio congestus
SECO2,SECOT,SECOT,Senecio congestus ssp. tonsus
SECO2,SECOP,SECOP,Senecio congestus var. palustris
SECO2,SECOT2,SECOT2,Senecio congestus var. tonsus
PACO53,SECO14,SECO14,Senecio conterminus
PACA15,SECO11,SECO11,Senecio convallium
SESC,SECO13,SECO13,Senecio covillei
SESC,SECOS,SECOS,Senecio covillei var. scorzonella
SECR,,SECR,Senecio crassulus
SECR,SECRC,SECRC,Senecio crassulus var. cusickii
PAPA20,SECR6,SECR6,Senecio crawfordii
SEEL2,SECR5,SECR5,Senecio crepidineus
PACR5,SECR2,SECR2,Senecio crocatus
PACR5,SECRW,SECRW,Senecio crocatus var. wolfii
PEHY13,SECR4,SECR4,Senecio cruentus
PACY8,SECY2,SECY2,Senecio cymbalaria
PAST10,SECY4,SECY4,Senecio cymbalarioides
PASU40,SECY,SECY,Senecio cymbalarioides
PAMO18,SECYM,SECYM,Senecio cymbalarioides ssp. moresbiensis
PAST10,SECYB,SECYB,Senecio cymbalarioides var. borealis
PAST10,SECYS,SECYS,Senecio cymbalarioides var. suksdorfii
PACY9,SECY3,SECY3,Senecio cynthioides
PADE22,SEDE3,SEDE3,Senecio debilis
PATR7,SEDE6,SEDE6,Senecio densus
PADID3,SEDI4,SEDI4,Senecio dimorphophyllus
PADII4,SEDII,SEDII,Senecio dimorphophyllus var. intermedius
PADIP2,SEDIP,SEDIP,Senecio dimorphophyllus var. paysonii
PAPA19,SEDI9,SEDI9,Senecio discoideus
SEFLD,SEDO2,SEDO2,Senecio douglasii
SEFLF,SEDOL2,SEDOL2,Senecio douglasii ssp. longilobus
SEFLF,SEDOJ,SEDOJ,Senecio douglasii var. jamesii
SEFLF,SEDOL,SEDOL,Senecio douglasii var. longilobus
SEFLM,SEDOM,SEDOM,Senecio douglasii var. monoensis
SEFLD,SEDOT,SEDOT,Senecio douglasii var. tularensis
SEEL,,SEEL,Senecio elegans
SEEL2,,SEEL2,Senecio elmeri
SEER2,,SEER2,Senecio eremophilus
SEERK,SEERK2,SEERK2,Senecio eremophilus ssp. kingii
SEERM,SEERM2,SEERM2,Senecio eremophilus ssp. macdougalii
SEERE,,SEERE,Senecio eremophilus var. eremophilus
SEERK,,SEERK,Senecio eremophilus var. kingii
SEERM,,SEERM,Senecio eremophilus var. macdougalii
SEAQB,SEER7,SEER7,Senecio erraticus
SEER4,,SEER4,Senecio ertterae
SEER5,,SEER5,Senecio erucifolius
PAEUE,SEEU,SEEU,Senecio eurycephalus
PAEUL,SEEUL,SEEUL,Senecio eurycephalus var. lewisrosei
PANEN,SEEU2,SEEU2,Senecio eurypterus
SEINE,SEEX2,SEEX2,Senecio exaltatus
PADE22,SEFE2,SEFE2,Senecio fedifolius
PAFE4,SEFE,SEFE,Senecio fendleri
PAFE4,SEFEL,SEFEL,Senecio fendleri var. lanatus
SEFLF,SEFI2,SEFI2,Senecio filifolius
SEFL3,,SEFL3,Senecio flaccidus
SEFLD,,SEFLD,Senecio flaccidus var. douglasii
SEFLF,,SEFLF,Senecio flaccidus var. flaccidus
SEFLM,,SEFLM,Senecio flaccidus var. monoensis
PAPSF,SEFL6,SEFL6,Senecio flavulus
PAFL15,SEFL,SEFL,Senecio flettii
MAFL,SEFL5,SEFL5,Senecio flocciferus
SEHY,SEFO,SEFO,Senecio foetidus
SEHY,SEFOH,SEFOH,Senecio foetidus var. hydrophiloides
PAFR6,SEFR2,SEFR2,Senecio franciscanus
SEFR3,,SEFR3,Senecio fremontii
SEFRB,SEFRB2,SEFRB2,Senecio fremontii ssp. blitoides
SEFRO,SEFRO2,SEFRO2,Senecio fremontii ssp. occidentalis
SEFRB,,SEFRB,Senecio fremontii var. blitoides
SEFRF,,SEFRF,Senecio fremontii var. fremontii
SEFRI,,SEFRI,Senecio fremontii var. inexpectatus
SEFRO,,SEFRO,Senecio fremontii var. occidentalis
TEATF2,SEFR6,SEFR6,Senecio frigidus
PAST10,SEFU2,SEFU2,Senecio fulgens
TELI6,SEFU,SEFU,Senecio fuscatus
PAGA5,SEGA,SEGA,Senecio ganderi
PAPA20,SEGA3,SEGA3,Senecio gaspensis
PAPA20,SEGAF,SEGAF,Senecio gaspensis var. firmifolius
SETR,SEGI4,SEGI4,Senecio gibbsonsii
PAGL17,SEGL,SEGL,Senecio glabellus
SEERE,SEGL5,SEGL5,Senecio glaucifolius
ERGL11,SEGL4,SEGL4,Senecio glomeratus
PAAU3,SEGR8,SEGR8,Senecio gracilis
SEGR11,,SEGR11,Senecio grandifolius
PAGR9,SEGR3,SEGR3,Senecio greenei
PATA5,SEGR9,SEGR9,Senecio greggii
PACA15,SEHA7,SEHA7,Senecio hallii
PACA15,SEHAD,SEHAD,Senecio hallii var. discoidea
PACA15,SEHA9,SEHA9,Senecio harbourii
PABOH,SEHA10,SEHA10,Senecio harfordii
PAHA16,SEHA5,SEHA5,Senecio hartianus
ROHA3,SEHA6,SEHA6,Senecio hartwegii
PAHE11,SEHE2,SEHE2,Senecio hesperius
PADID3,SEHE4,SEHE4,Senecio heterodoxus
ERHIH2,SEHI3,SEHI3,Senecio hieraciifolius
SEAMH,SEHO,SEHO,Senecio holmii
SEINE,SEHO3,SEHO3,Senecio hookeri
PACA15,SEHO2,SEHO2,Senecio howellii
SEMUH,SEHU,SEHU,Senecio huachucanus
PEHY13,SEHY5,SEHY5,Senecio hybridus
SEHY,,SEHY,Senecio hydrophiloides
SEHY2,,SEHY2,Senecio hydrophilus
PAHY5,SEHY3,SEHY3,Senecio hyperborealis
PATA5,SEIM,SEIM,Senecio imparipinnatus
SEIN10,,SEIN10,Senecio inaequidens
PAIN11,SEIN,SEIN,Senecio indecorus
SEIN2,,SEIN2,Senecio integerrimus
SEINE,,SEINE,Senecio integerrimus var. exaltatus
SEINI,,SEINI,Senecio integerrimus var. integerrimus
SELU,SEINL2,SEINL2,Senecio integerrimus var. lugens
SEINM,,SEINM,Senecio integerrimus var. major
SEINO,,SEINO,Senecio integerrimus var. ochroleucus
SEINS,,SEINS,Senecio integerrimus var. scribneri
SEINE,SEINV2,SEINV2,Senecio integerrimus var. vaseyi
SEIN6,,SEIN6,Senecio integrifolius
PAIO4,SEIO,SEIO,Senecio ionophyllus
PABE7,SEIOS,SEIOS,Senecio ionophyllus var. sparsilobatus
SEJA,,SEJA,Senecio jacobaea
PAST10,SEJO2,SEJO2,Senecio jonesii
SEERK,SEKI,SEKI,Senecio kingii
TEKJ,SEKJ,SEKJ,Senecio kjellmanii
PAST10,SELA7,SELA7,Senecio laetiflorus
PALA41,SELA4,SELA4,Senecio layneae
SELE8,,SELE8,Senecio lemmonii
PAST10,SELE10,SELE10,Senecio leonardii
PAEUL,SELE11,SELE11,Senecio lewisrosei
PAMA35,SELI8,SELI8,Senecio ligulifolius
TELI6,SELI6,SELI6,Senecio lindstroemii
SELI,,SELI,Senecio linearifolius
SELIL,,SELIL,Senecio linearifolius var. linearifolius
PAGL17,SELO5,SELO5,Senecio lobatus
SEFLF,SELO,SELO,Senecio longilobus
PAST10,SELO3,SELO3,Senecio longipetiolatus
SELU,,SELU,Senecio lugens
SEINE,SELUE2,SELUE2,Senecio lugens var. exaltatus
SEINO,SELUO,SELUO,Senecio lugens var. ochroleucus
PAMU11,SELY2,SELY2,Senecio lynceus
PAMU11,SELYL,SELYL,Senecio lynceus var. leucoreus
SELY,,SELY,Senecio lyonii
SEERM,SEMA12,SEMA12,Senecio macdougalii
PAMA35,SEMA,SEMA,Senecio macounii
SEMA15,,SEMA15,Senecio madagascariensis
SEMA14,,SEMA14,Senecio magnificus
PAMA36,SEMA16,SEMA16,Senecio malmstenii
SEMA20,,SEMA20,Senecio mandraliscae
PATR7,SEMA8,SEMA8,Senecio manitobensis
SEME,,SEME,Senecio megacephalus
PAMI25,SEME5,SEME5,Senecio memmingeri
PANEM2,SEME7,SEME7,Senecio metcalfei
DEOD,SEMI,SEMI,Senecio mikanioides
PAMI25,SEMI2,SEMI2,Senecio millefolium
PAMI26,SEMI3,SEMI3,Senecio millelobatus
ERMI8,SEMI4,SEMI4,Senecio minimus
SEMO3,,SEMO3,Senecio mohavensis
PAWE4,SEMO8,SEMO8,Senecio molinarius
SEFLM,SEMO9,SEMO9,Senecio monoensis
PAMO18,SEMO10,SEMO10,Senecio moresbiensis
ARRE6,SEMU6,SEMU6,Senecio muehlenbergii
PAWE4,SEMU7,SEMU7,Senecio muirii
SESPM,SEMU2,SEMU2,Senecio multicapitatus
SEMU9,,SEMU9,Senecio multidentatus
SEMUH,,SEMUH,Senecio multidentatus var. huachucanus
PAMU11,SEMU3,SEMU3,Senecio multilobatus
SEMU10,,SEMU10,Senecio murrayi
SEMU12,,SEMU12,Senecio musiniensis
PANEM,SEMU8,SEMU8,Senecio mutabilis
PANEN,SENE4,SENE4,Senecio neomexicanus
PANEN,SENEG2,SENEG2,Senecio neomexicanus var. griffithsii
PANEM2,SENEM,SENEM,Senecio neomexicanus var. metcalfei
PANEM,SENEM2,SENEM2,Senecio neomexicanus var. mutabilis
PANET2,SENET,SENET,Senecio neomexicanus var. toumeyi
SENE6,,SENE6,Senecio neowebsteri
SINE5,SENE12,SENE12,Senecio newcombei
PAOB6,SEOB2,SEOB2,Senecio obovatus
PAOB6,SEOBE,SEOBE,Senecio obovatus var. elliottii
PAOB6,SEOBR2,SEOBR2,Senecio obovatus var. rotundus
PAOG,SEOG,SEOG,Senecio ogotorukensis
PAST10,SEOO,SEOO,Senecio oodes
PANEN,SEOR7,SEOR7,Senecio oresbius
SEPA9,,SEPA9,Senecio palmensis
SECO2,SEPA12,SEPA12,Senecio palustris
PAST10,SEPA13,SEPA13,Senecio pammelii
SEPA2,,SEPA2,Senecio parryi
SEPA3,,SEPA3,Senecio pattersonensis
PAPA19,SEPA4,SEPA4,Senecio pauciflorus
PAIN11,SEPAF,SEPAF,Senecio pauciflorus var. fallax
PAPSP2,SEPAJ,SEPAJ,Senecio pauciflorus var. jucundulus
PAPA20,SEPA5,SEPA5,Senecio pauperculus
PAPA20,SEPAB,SEPAB,Senecio pauperculus var. balsamitae
PAPA20,SEPAC,SEPAC,Senecio pauperculus var. crawfordii
PAPA20,SEPAF2,SEPAF2,Senecio pauperculus var. firmifolius
PAPA20,SEPAN2,SEPAN2,Senecio pauperculus var. neoscoticus
PAPA20,SEPAP,SEPAP,Senecio pauperculus var. praelongus
PAPA20,SEPAT,SEPAT,Senecio pauperculus var. thompsoniensis
SEHY,SEPE5,SEPE5,Senecio pereziifolius
ROPE6,SEPE6,SEPE6,Senecio petasitis
PAPL12,SEPL,SEPL,Senecio plattensis
PAST10,SEPL5,SEPL5,Senecio platylobus
PAPO12,SEPO,SEPO,Senecio porteri
PAPSP2,SEPS2,SEPS2,Senecio pseudaureus
PAPSF,SEPSF2,SEPSF2,Senecio pseudaureus ssp. flavulus
PAPSS,SEPSS2,SEPSS2,Senecio pseudaureus ssp. semicordatus
PAPSF,SEPSF,SEPSF,Senecio pseudaureus var. flavulus
PAPSS,SEPSS,SEPSS,Senecio pseudaureus var. semicordatus
SEPS,,SEPS,Senecio pseudoarnica
PAPL12,SEPS3,SEPS3,Senecio pseudotomentosus
SEPU3,,SEPU3,Senecio pudicus
PACA15,SEPU9,SEPU9,Senecio purshianus
PAQU7,SEQU2,SEQU2,Senecio quaerens
SEQU3,,SEQU3,Senecio quaylei
PAQU8,SEQU,SEQU,Senecio quercetorum
SERA,,SERA,Senecio rapifolius
PACY8,SERE5,SERE5,Senecio resedifolius
SERI2,,SERI2,Senecio riddellii
PASC19,SERO6,SERO6,Senecio robbinsii
PAOB6,SERO5,SERO5,Senecio rotundus
PAST10,SERU7,SERU7,Senecio rubricaulis
RUNU2,SERU6,SERU6,Senecio rugelia
SERU5,,SERU5,Senecio rupestris
SESA3,,SESA3,Senecio sacramentanus
BASA5,SESA4,SESA4,Senecio salignus
SEHY2,SESA5,SESA5,Senecio sandvicensis
PASA12,SESA6,SESA6,Senecio sanguisorboides
PAWE4,SESA7,SESA7,Senecio saxosus
PAWE4,SESAT,SESAT,Senecio saxosus var. toiyabensis
PASC19,SESC4,SESC4,Senecio schweinitzianus
SESC,,SESC,Senecio scorzonella
SEINS,SESC6,SESC6,Senecio scribneri
ROHA3,SESE11,SESE11,Senecio seemanii
PAPSS,SESE15,SESE15,Senecio semicordatus
SESE2,,SESE2,Senecio serra
SESEA,,SESEA,Senecio serra var. admirabilis
SESES,SESEA2,SESEA2,Senecio serra var. altior
SESES,SESEI,SESEI,Senecio serra var. integriusculus
SESES,,SESES,Senecio serra var. serra
SESH,,SESH,Senecio sheldonensis
PAAN6,SESM3,SESM3,Senecio smallii
SESO,,SESO,Senecio soldanella
SESP3,,SESP3,Senecio spartioides
SERI2,SESPF,SESPF,Senecio spartioides var. fremontii
SESPS2,SESPG,SESPG,Senecio spartioides var. granularis
SESPM,,SESPM,Senecio spartioides var. multicapitatus
SERI2,SESPP3,SESPP3,Senecio spartioides var. parksii
SESPS2,,SESPS2,Senecio spartioides var. spartioides
PASP18,SESP7,SESP7,Senecio spellenbergii
SESP4,,SESP4,Senecio sphaerocephalus
SESQ,,SESQ,Senecio squalidus
PAST10,SEST3,SEST3,Senecio streptanthifolius
PAST10,SESTB,SESTB,Senecio streptanthifolius var. borealis
PAST10,SESTK,SESTK,Senecio streptanthifolius var. kluanei
PAST10,SESTL,SESTL,Senecio streptanthifolius var. laetiflorus
PAMO18,SESTM2,SESTM2,Senecio streptanthifolius var. moresbiensis
PAST10,SESTO,SESTO,Senecio streptanthifolius var. oodes
PAST10,SESTR,SESTR,Senecio streptanthifolius var. rubricaulis
