"Scientific.Name","AGCP","AW","CB","EMP","GP","HI","MW","NCNE","WMVC","AK","other"
"Collomia linearis",0,0.25,NA,0,0.25,0,0.25,0.25,0.25,0.25,NA
"Collomia rawsoniana",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Colocasia esculenta",0.75,NA,1,0.75,1,1,NA,NA,NA,NA,NA
"Colubrina asiatica",0.75,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Comandra umbellata",0,0,NA,0.25,0,NA,0.25,0.25,0.25,0.25,NA
"Comarum palustre",NA,1,NA,1,1,NA,1,1,1,1,NA
"Comastoma tenellum",NA,0.75,NA,NA,0.5,NA,NA,NA,0.75,0.75,NA
"Commelina benghalensis",0.25,0.25,0,0.25,NA,0.25,NA,NA,NA,NA,NA
"Commelina caroliniana",0.5,NA,NA,0.5,0.25,NA,0.25,NA,NA,NA,NA
"Commelina communis",0.5,0.5,NA,0.5,0.5,NA,0.25,0.5,0.5,NA,NA
"Commelina diffusa",0.75,NA,0.5,0.75,0.75,0.75,0.75,0.75,NA,NA,NA
"Commelina erecta",0.25,0.25,0.5,0.5,0.25,NA,0.5,0,0.25,NA,NA
"Commelina nigritana",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Commelina rufipes",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Commelina virginica",0.75,NA,0.25,0.75,0.5,NA,0.75,0.75,NA,NA,NA
"Comocladia glabra",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Condea americana",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Coniogramme pilosa",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Conioselinum chinense",0.75,NA,NA,0.75,0.75,NA,0.75,0.75,NA,NA,NA
"Conioselinum pacificum",NA,0.5,NA,NA,NA,NA,NA,NA,0.75,0.75,NA
"Conioselinum scopulorum",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Conium maculatum",0.75,0.75,NA,0.75,0.75,NA,0.75,0.75,0.5,NA,NA
"Conocarpus erectus",0.75,NA,0.75,NA,0.75,0.75,NA,NA,NA,NA,NA
"Conoclinium betonicifolium",0.75,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
"Conoclinium coelestinum",0.5,NA,NA,0.5,0.75,NA,0.75,0.5,NA,NA,NA
"Conoclinium dissectum",NA,0.25,NA,NA,0.75,NA,NA,NA,0.25,NA,NA
"Conostegia rufescens",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Conradina verticillata",NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Convolvulus equitans",0.25,0.25,NA,0.25,0.25,NA,0.25,NA,0.25,NA,NA
"Cooperia chlorosolen",0.25,0.25,NA,0.25,0.5,NA,0.25,NA,NA,NA,NA
"Coprosma elliptica",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Coprosma ernodeoides",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Coprosma foliosa",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Coprosma granadensis",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Coprosma kauensis",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Coprosma longifolia",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Coprosma ochracea",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Coprosma pubens",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Coptidium lapponicum",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA
"Coptidium pallasii",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Coptis aspleniifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
"Coptis laciniata",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Coptis trifolia",0.75,NA,NA,0.75,0.75,NA,0.75,0.75,NA,0.5,NA
"Corallorhiza maculata",0,0,NA,0.25,0,NA,0.25,0.25,0,0,NA
"Corallorhiza striata",NA,0.25,NA,NA,0,NA,0.25,0.25,0.25,NA,NA
"Corallorhiza trifida",0.75,0.5,NA,0.75,0.5,NA,0.75,0.75,0.5,0.75,NA
"Corallorhiza wisteriana",0,0.5,NA,0.5,0.25,NA,0.25,0.25,0.5,NA,NA
"Corchorus aestuans",0.5,NA,0,NA,NA,0.5,NA,NA,NA,NA,NA
"Corchorus siliquosus",0.5,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cordia bellonis",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cordia borinquensis",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cordia dichotoma",0,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cordia sebestena",0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Cordia subcordata",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cordia wagneriorum",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Cordylanthus eremicus",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Cordylanthus ramosus",NA,0.25,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Cordyline fruticosa",NA,NA,0,NA,NA,0.5,NA,NA,NA,NA,NA
"Coreopsis falcata",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Coreopsis floridana",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coreopsis gladiata",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Coreopsis integrifolia",0.75,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"Coreopsis lanceolata",0,0.25,NA,0.25,0.25,0,0.25,0.25,0,NA,NA
"Coreopsis leavenworthii",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coreopsis linifolia",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Coreopsis nudata",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coreopsis pubescens",0.5,NA,NA,0.25,0.25,NA,0.25,0.25,NA,NA,NA
"Coreopsis rosea",0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA,NA
"Coreopsis tinctoria",0.5,0.25,NA,0.5,0.5,0.25,0.25,0.25,0.25,NA,NA
"Coreopsis tripteris",0.5,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Corispermum americanum",0.25,0.25,NA,0.25,0.25,NA,0.25,0.25,0.25,NA,NA
"Corispermum hyssopifolium",NA,0.25,NA,NA,0.25,NA,NA,NA,0.25,NA,NA
"Corispermum welshii",0,0.25,NA,NA,0,NA,0.25,0.25,0.25,NA,NA
"Cornus alba",0.75,0.75,NA,0.75,0.75,NA,0.75,0.75,0.75,0.5,NA
"Cornus alternifolia",0.5,NA,NA,0.5,0.25,NA,0.5,0.25,NA,NA,NA
"Cornus amomum",0.75,NA,NA,0.75,NA,NA,0.75,0.75,NA,NA,NA
"Cornus asperifolia",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Cornus canadensis",0.25,0.5,NA,0.5,0.25,NA,0.5,0.5,0.5,0.25,NA
"Cornus drummondii",0.5,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Cornus florida",0.25,NA,NA,0.25,0.25,NA,0.25,0.25,NA,NA,NA
"Cornus foemina",0.75,NA,NA,0.75,0.75,NA,0.75,NA,NA,NA,NA
"Cornus glabrata",NA,0.75,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Cornus nuttallii",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Cornus obliqua",0.75,NA,NA,0.75,0.75,NA,0.75,0.75,NA,NA,NA
"Cornus racemosa",0.5,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Cornus sessilis",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Cornus suecica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"Cornutia obovata",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Cortaderia jubata",0,0.25,NA,NA,0,0.25,NA,NA,0.25,NA,NA
"Cortaderia selloana",0.25,0.25,NA,0.5,0.25,0.25,NA,0.25,0.25,NA,NA
"Corydalis arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"Corydalis caseana",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Corydalis flavula",0.25,NA,NA,0.25,0.25,NA,0.25,0.25,NA,NA,NA
"Corydalis scouleri",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Corylus americana",0.25,NA,NA,0.25,0,NA,0.25,0.25,NA,NA,NA
"Corylus avellana",NA,0.25,NA,NA,NA,NA,NA,0.25,0.25,NA,NA
"Corylus cornuta",0.25,0.25,NA,0.25,0,NA,0,0.25,0.25,NA,NA
"Corymbia citriodora",NA,0.25,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Cosmos bipinnatus",0.5,0.75,NA,0.25,0.75,NA,0.5,0.5,0.75,NA,NA
"Cosmos parviflorus",0.5,0.25,NA,0.5,0.5,NA,0.25,0.25,0.25,NA,NA
"Cosmos sulphureus",0,0.25,0,0.25,0,NA,0,0.25,NA,NA,NA
"Costus guanaiensis",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Costus spicatus",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Costus woodsonii",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cotula australis",0.5,0.5,NA,0.5,0.5,0,NA,0.5,0.5,NA,NA
"Cotula coronopifolia",NA,1,NA,NA,NA,NA,NA,1,1,1,NA
"Cotula mexicana",NA,0,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Crambe maritima",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Cranichis muscosa",0,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Crassocephalum crepidioides",0.5,0.25,0.25,NA,NA,0.25,NA,NA,NA,NA,NA
"Crassula aquatica",1,1,NA,1,1,NA,1,1,1,1,NA
"Crassula connata",0.5,0.5,NA,NA,1,NA,NA,NA,0.5,NA,NA
"Crassula solieri",1,1,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Crassula tillaea",NA,0.25,NA,NA,NA,NA,NA,NA,0.5,NA,NA
"Crataegus aestivalis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crataegus berberifolia",0.5,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Crataegus brachyacantha",1,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA
"Crataegus crus-galli",0.5,NA,NA,0.25,0.5,NA,0.5,0.5,NA,NA,NA
"Crataegus douglasii",NA,0.5,NA,NA,0.5,NA,0.5,0.5,0.5,0.5,NA
"Crataegus erythropoda",NA,0.5,NA,NA,0.5,NA,NA,NA,0.25,NA,NA
"Crataegus forbesae",NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA
"Crataegus gaylussacia",NA,0.5,NA,NA,NA,NA,NA,NA,0.5,0,NA
"Crataegus marshallii",0.5,NA,NA,0.5,0.75,NA,0.75,NA,NA,NA,NA
"Crataegus mollis",0.5,NA,NA,0.25,0.5,NA,0.5,0.5,NA,NA,NA
"Crataegus monogyna",0.25,0.5,NA,0.25,NA,NA,0.25,0.25,0.5,0.25,NA
"Crataegus opaca",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Crataegus phaenopyrum",0.5,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Crataegus pulcherrima",0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Crataegus rivularis",NA,0.5,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Crataegus saligna",NA,0.5,NA,NA,NA,NA,NA,NA,0.75,NA,NA
"Crataegus spathulata",0.5,NA,NA,0.5,0.5,NA,0.75,NA,NA,NA,NA
"Crataegus viridis",0.75,NA,NA,0.75,0.5,NA,0.75,1,NA,NA,NA
"Crepis capillaris",0,0.25,NA,0,0,0,0.25,0,0.25,0,NA
"Crepis runcinata",NA,0.25,NA,NA,0.5,NA,0.75,0.75,0.25,NA,NA
"Crescentia portoricensis",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Cressa nudicaulis",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Cressa truxillensis",0.75,0.75,NA,NA,0.75,0.5,NA,NA,0.75,NA,NA
"Crinum americanum",1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Crinum asiaticum",0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Crinum zeylanicum",0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Crocosmia X crocosmiiflora",0.75,0.25,0.25,0.75,0.75,0.25,NA,NA,0.5,NA,NA
"Croptilon divaricatum",0,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA
"Crossopetalum ilicifolium",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossopetalum rhacoma",0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Crotalaria capensis",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crotalaria incana",0.25,NA,0.25,NA,0.25,0,NA,NA,NA,NA,NA
"Crotalaria pallida",0.25,NA,0.25,0.25,NA,0.5,NA,NA,NA,NA,NA
"Crotalaria retusa",0,NA,0,0,0,0.25,NA,NA,NA,NA,NA
"Crotalaria rotundifolia",0.25,NA,0,0,NA,NA,NA,0,NA,NA,NA
"Crotalaria spectabilis",0.25,NA,0,0.25,0.25,0,0.25,NA,NA,NA,NA
"Croton elliottii",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Croton lobatus",0,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Croton poecilanthus",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Crypsis alopecuroides",0.75,1,NA,0.75,0.75,NA,NA,NA,1,NA,NA
"Crypsis schoenoides",0.75,0.75,NA,0.75,1,NA,0.75,1,1,NA,NA
"Crypsis vaginiflora",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"Cryptantha crinita",NA,0.25,NA,NA,NA,NA,NA,NA,0.25,NA,NA
"Cryptocoryne beckettii",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Cryptocoryne walkeri",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cryptogramma stelleri",NA,0.25,NA,0.25,NA,NA,0.25,0.25,0.25,0.5,NA
"Cryptostegia grandiflora",0.25,NA,0.75,NA,0.25,NA,NA,NA,NA,NA,NA
"Cryptotaenia canadensis",0.5,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA
"Ctenitis dissecta",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Ctenitis hirta",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenitis latifrons",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Ctenitis nemorosa",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenitis subglandulosa",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Ctenitis submarginalis",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenium aromaticum",0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA,NA
"Ctenium floridanum",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cucurbita okeechobeensis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuphea aspera",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuphea carthagenensis",0.5,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA
"Cuphea glutinosa",0.25,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA
"Cuphea hyssopifolia",0.25,NA,0.25,NA,NA,0.25,NA,NA,NA,NA,NA
"Cuphea micrantha",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Cuphea parsonsia",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cuphea viscosissima",0.5,NA,NA,0.5,0.5,NA,0.25,0.25,NA,NA,NA
"Curculigo capitulata",0,NA,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Curculigo scorzonerifolia",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Curcuma australasica",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Curcuma longa",NA,NA,0,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea aculeatiflora",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea acuminata",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea calycina",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea dolichopoda",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea eleeleensis",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea fissa",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea floribunda",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea habenata",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea hirtella",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea horrida",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea humboldtiana",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea kolekoleensis",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea koolauensis",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea kuhihewa",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea kunthiana",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea lanceolata",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea macrostegia",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea mceldowneyi",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea pilosa",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea purpurellifolia",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea remyi",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea scabra",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea solanacea",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea solenocalyx",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Cyanea spathulata",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanea st.-johnii",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyanea tritomantha",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyanthillium cinereum",0.5,NA,0,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyathea andina",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathea arborea",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathea armata",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathea borinquena",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathea furfuracea",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathea pungens",NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathea tenera",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cyathula prostrata",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cybianthus sintenisii",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclachaena xanthiifolia",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,0.5,NA,NA
"Cycloloma atriplicifolium",0.25,0.25,NA,0.25,0.25,NA,0.25,0.25,0.25,NA,NA
"Cyclopeltis semicordata",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopogon cranichoides",0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclopogon elatus",0,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclosorus interruptus",0.75,NA,1,NA,NA,0.75,NA,NA,NA,NA,NA
"Cyclosorus truncatus",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Cyclospermum leptophyllum",0.5,0.25,0.5,0.5,0.5,0.5,0.5,NA,0,NA,NA
"Cydista aequinoctialis",0.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"Cymophyllus fraserianus",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Cynanchum laeve",0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA
"Cynodon dactylon",0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,NA,NA
"Cynodon nlemfuensis",0,NA,0,NA,0,0.25,NA,NA,NA,NA,NA
"Cynoglossum officinale",0,0.25,NA,0,0.25,NA,0.25,0,0.25,NA,NA
"Cynometra ramiflora",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cynosciadium digitatum",0.75,NA,NA,0.75,0.75,NA,0.75,NA,NA,NA,NA
"Cynosurus cristatus",0,0.25,NA,0,0.25,NA,0.5,0.5,0.25,NA,NA
"Cyperus acuminatus",1,1,NA,1,1,NA,1,1,1,NA,NA
"Cyperus aggregatus",0.5,0.5,0.25,0.5,0.5,NA,NA,NA,0.5,NA,NA
"Cyperus alopecuroides",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus amabilis",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus articulatus",1,NA,1,1,1,NA,NA,NA,NA,NA,NA
"Cyperus bipartitus",0.75,1,NA,0.75,0.75,NA,1,0.75,1,NA,NA
"Cyperus compactus",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Cyperus compressus",0.75,NA,0.75,0.5,0.75,0.5,0.75,0.75,NA,NA,NA
"Cyperus croceus",0.5,0.5,0.5,0.25,0.5,NA,0.5,NA,NA,NA,NA
"Cyperus cuspidatus",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Cyperus cyperinus",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyperus cyperoides",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyperus dentatus",1,NA,NA,0.75,NA,NA,0.75,1,NA,NA,NA
"Cyperus diandrus",0.75,NA,NA,0.75,0.75,NA,0.75,1,NA,NA,NA
"Cyperus difformis",1,1,1,1,1,1,1,1,1,NA,NA
"Cyperus digitatus",1,NA,1,NA,0.75,NA,NA,NA,NA,NA,NA
"Cyperus distans",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"Cyperus distinctus",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus drummondii",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Cyperus echinatus",0.5,NA,NA,0.25,0.5,NA,0.5,0.5,NA,NA,NA
"Cyperus elegans",0.75,0.75,0.75,NA,0.75,NA,NA,NA,0.75,NA,NA
"Cyperus entrerianus",0.75,NA,NA,0.75,0.75,NA,0.75,NA,NA,NA,NA
"Cyperus eragrostis",0.75,0.75,NA,0.75,0.75,1,NA,0.75,0.75,NA,NA
"Cyperus erythrorhizos",1,1,NA,0.75,1,NA,1,1,1,NA,NA
"Cyperus esculentus",0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,NA
"Cyperus fendlerianus",NA,0.5,NA,NA,0.5,NA,NA,NA,0.5,NA,NA
"Cyperus filicinus",1,NA,NA,1,NA,NA,1,1,NA,NA,NA
"Cyperus flavescens",1,1,1,1,1,NA,1,1,1,NA,NA
"Cyperus flavicomus",0.75,0.5,NA,0.5,0.5,NA,0.5,0.5,0.25,NA,NA
"Cyperus flavidus",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyperus fuscus",0.5,0.5,NA,0.5,0.75,NA,0.5,0.5,0.75,NA,NA
"Cyperus giganteus",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus gracilis",NA,0.5,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyperus granitophilus",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Cyperus haspan",1,NA,1,1,1,0.75,NA,NA,NA,NA,NA
"Cyperus hermaphroditus",0.25,0.5,NA,NA,0.25,NA,NA,NA,NA,NA,NA
"Cyperus imbricatus",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus involucratus",1,0.75,1,0.75,0.75,0.75,0.75,1,0.75,NA,NA
"Cyperus iria",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,NA,NA
"Cyperus javanicus",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Cyperus laevigatus",0.75,0.75,0.75,NA,0.5,1,NA,NA,0.75,NA,NA
"Cyperus lancastriensis",0.5,NA,NA,0.5,NA,NA,0.5,0.5,NA,NA,NA
"Cyperus lanceolatus",0.75,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
"Cyperus lecontei",0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"Cyperus ligularis",0.75,NA,0.5,NA,NA,0.5,NA,NA,NA,NA,NA
"Cyperus lupulinus",0.25,0.25,NA,0,0.25,NA,0.25,0.25,0,NA,NA
"Cyperus meyenianus",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"Cyperus mutisii",NA,0.25,0,NA,NA,NA,NA,NA,0.25,NA,NA
"Cyperus nanus",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus niger",0.75,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Cyperus ochraceus",0.75,NA,0.75,0.75,0.75,NA,NA,NA,NA,NA,NA
"Cyperus odoratus",0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,0.75,NA,NA
"Cyperus onerosus",NA,0.75,NA,NA,0.75,NA,NA,NA,NA,NA,NA
"Cyperus owanii",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus oxylepis",0.75,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
"Cyperus papyrus",1,1,1,NA,NA,1,NA,NA,NA,NA,NA
"Cyperus parishii",NA,0.75,NA,NA,0.75,NA,NA,NA,0.75,NA,NA
"Cyperus phleoides",NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"Cyperus pilosus",0.75,NA,NA,0.75,NA,0.75,NA,NA,NA,NA,NA
"Cyperus planifolius",0.5,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus polystachyos",0.75,NA,0.75,0.75,0.75,0.75,0.75,0.75,NA,NA,NA
"Cyperus prolifer",0.75,NA,NA,0.75,NA,1,NA,NA,NA,NA,NA
"Cyperus prolixus",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyperus pseudovegetus",0.75,NA,NA,0.75,0.75,NA,0.75,0.75,NA,NA,NA
"Cyperus pumilus",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
