"ac.binomial","Northwest","Southwest","NorthCentral","Southcentral","Northeast","Southeast","Alaska","Hawaii","Caribbean","CanadaWest","CanadaEast","Arctic","Mexico"
"Coryphantha pseudoechinus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha pseudonickelsiae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha pulleineana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha pycnacantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha ramillosa",0,0,0,1,0,0,0,0,0,0,0,0,1
"Coryphantha recurvata",0,1,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha retusa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha robustispina",0,1,0,1,0,0,0,0,0,0,0,0,1
"Coryphantha salinensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha sulcata",0,0,0,1,0,0,0,0,0,0,0,0,1
"Coryphantha tripugionacantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha vaupeliana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha vogtherriana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha werdermannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphantha wohlschlageri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coryphopteris simulata",0,0,0,0,1,1,0,0,0,0,1,0,0
"Corytoplectus oaxacensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmibuena matudae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmocalyx spectabilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos atrosanguineus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos bipinnatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos carvifolius",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos caudatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos concolor",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos crithmifolius",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos deficiens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos diversifolius",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos intercedens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos jaliscensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos juxtlahuacensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos landii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos linearifolius",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos longipetiolatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos mattfeldii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos mcvaughii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos modestus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos montanus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos nitidus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos ochroleucoflorus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos pacificus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos parviflorus",0,1,0,1,0,0,0,0,0,0,0,0,1
"Cosmos pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos pseudoperfoliatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos purpureus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos ramirezianus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos scabiosoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos schaffneri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos sessilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos sherffii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cosmos sulphureus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Costus comosus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Costus dirzoi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Costus guanaiensis",0,0,0,0,0,0,0,0,1,0,0,0,1
"Costus laevis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Costus pictus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Costus pulverulentus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Costus scaber",0,0,0,0,0,0,0,0,1,0,0,0,1
"Costus spicatus",0,0,0,0,0,0,0,0,1,0,0,0,1
"Costus villosissimus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cotinus carranzae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cotinus chiangii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cotinus obovatus",0,0,1,1,0,1,0,0,0,0,0,0,0
"Cottea pappophoroides",0,1,0,1,0,0,0,0,0,0,0,0,1
"Cottsia gracilis",0,1,0,1,0,0,0,0,0,0,0,0,1
"Cotula mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Couepia polyandra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulterella capitata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulteria glabra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulteria mollis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulteria platyloba",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulteria pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulteria pumila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulteria velutina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulterophytum holwayi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulterophytum laxum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coulterophytum macrophyllum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia axillaris",0,0,0,1,0,0,0,0,0,0,0,0,1
"Coursetia barrancana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia caribaea",0,1,0,0,0,0,0,0,1,0,0,0,1
"Coursetia chiapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia glabella",0,1,0,0,0,0,0,0,0,0,0,0,1
"Coursetia glandulosa",0,1,0,0,0,0,0,0,0,0,0,0,1
"Coursetia greenmanii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia guatemalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia hidalgoana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia hintonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia insomniifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia madrensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia mollis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia oaxacensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia paniculata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia planipetiolata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia polyphylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia pumila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coursetia robinioides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussapoa oligocephala",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussapoa purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussarea chiapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussarea imitans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussarea impetiolaris",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussarea mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coussarea rafa-torresii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coutaportla ghiesbreghtiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coutaportla guatemalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coutaportla pailensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coutarea hexandra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Coutoubea spicata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis apiculata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis ciliata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis ciliilabia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis cochleata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis diphylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis gracilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis hieroglyphica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis muscosa",0,0,0,0,0,1,0,0,1,0,0,0,1
"Cranichis revoluta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis ricartii",0,0,0,0,0,0,0,0,1,0,0,0,0
"Cranichis subumbellata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis sylvatica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cranichis tenuis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Cranichis wageneri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Craniolaria annua",0,0,0,0,0,0,0,0,1,0,0,0,0
"Crassula aquatica",1,1,1,1,1,1,1,0,0,1,1,1,1
"Crassula connata",1,1,0,0,0,0,0,0,0,1,0,0,1
"Crassula drummondii",0,1,0,1,0,0,0,0,0,0,0,0,0
"Crassula longipes",0,0,0,1,0,1,0,0,0,0,0,0,1
"Crassula solieri",1,1,0,1,0,0,0,0,0,0,0,0,0
"Crassula viridis",1,1,0,0,0,0,0,0,0,0,0,0,1
"Crataegus aestivalis",0,0,0,0,1,1,0,0,0,0,0,0,0
"Crataegus alma",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus anamesa",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus arcana",0,0,0,0,1,1,0,0,0,0,0,0,0
"Crataegus ashei",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus ater",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus aurescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus austromontana",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus baroussana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus beadlei",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus berberifolia",0,0,1,1,1,1,0,0,0,0,0,0,0
"Crataegus bicknellii",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus bona",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus brachyacantha",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crataegus brainerdii",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus brazoria",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus calpodendron",0,0,1,1,1,1,0,0,0,0,1,0,0
"Crataegus castlegarensis",1,1,0,0,0,0,0,0,0,1,0,0,0
"Crataegus chrysocarpa",1,1,1,0,1,0,0,0,0,1,1,0,0
"Crataegus coccinea",0,0,1,0,1,0,0,0,0,0,1,0,0
"Crataegus coccinioides",0,0,1,1,1,0,0,0,0,0,1,0,0
"Crataegus coleae",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus corusca",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus crus-galli",0,0,1,1,1,1,0,0,0,0,1,0,1
"Crataegus cuprina",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus dallasiana",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus desueta",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus dispessa",0,0,1,1,1,0,0,0,0,0,0,0,0
"Crataegus distincta",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus dodgei",0,0,0,0,1,1,0,0,0,0,1,0,0
"Crataegus douglasii",1,1,1,0,1,0,1,0,0,1,1,0,0
"Crataegus erythrocarpa",0,0,0,0,1,1,0,0,0,0,0,0,0
"Crataegus erythropoda",1,1,0,0,0,0,0,0,0,0,0,0,0
"Crataegus exilis",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus flava",0,0,0,0,1,1,0,0,0,0,0,0,0
"Crataegus fluviatilis",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus forbesae",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus fragilis",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus fulleriana",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus gaylussacia",1,1,0,0,0,0,1,0,0,1,0,0,0
"Crataegus glareosa",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus gracilior",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus grandifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus greggiana",0,0,0,1,0,0,0,0,0,0,0,0,1
"Crataegus harbisonii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus helvina",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus holmesiana",0,0,1,0,1,0,0,0,0,0,1,0,0
"Crataegus ideae",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus indicens",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus intricata",0,0,1,1,1,1,0,0,0,0,1,0,0
"Crataegus invicta",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus iracunda",0,0,0,0,1,1,0,0,0,0,1,0,0
"Crataegus irrasa",0,0,1,0,1,0,0,0,0,0,1,0,0
"Crataegus johnstonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus jonesiae",0,0,1,0,1,0,0,0,0,0,1,0,0
"Crataegus kelloggii",0,0,1,0,1,0,0,0,0,0,0,0,0
"Crataegus kennedyi",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus knieskerniana",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus latebrosa",0,0,1,1,0,0,0,0,0,0,0,0,0
"Crataegus lemingtonensis",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus limata",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus limnophila",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus lumaria",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus macrosperma",0,0,1,1,1,1,0,0,0,0,1,0,0
"Crataegus margaretiae",0,0,1,0,1,1,0,0,0,0,1,0,0
"Crataegus marshallii",0,0,1,1,1,1,0,0,0,0,0,0,0
"Crataegus mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus michauxii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus mollis",0,0,1,1,1,1,0,0,0,0,1,0,0
"Crataegus nananixonii",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus nitidula",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus nuda",0,0,1,0,0,0,0,0,0,0,0,0,0
"Crataegus oakesiana",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus okanaganensis",1,0,0,0,0,0,0,0,0,1,0,0,0
"Crataegus opaca",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crataegus opulens",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus orbicularis",0,0,0,0,0,0,0,0,0,1,0,0,0
"Crataegus oreophila",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus ovata",0,0,1,0,1,1,0,0,0,0,0,0,0
"Crataegus pearsonii",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crataegus pennsylvanica",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus pequotorum",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus perjucunda",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus persimilis",0,0,1,0,1,0,0,0,0,0,1,0,0
"Crataegus phaenopyrum",0,0,1,1,1,1,0,0,0,0,0,0,0
"Crataegus phippsii",1,0,0,0,0,0,0,0,0,1,0,0,0
"Crataegus porrecta",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus pratensis",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus pringlei",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus pruinosa",0,0,1,1,1,1,0,0,0,0,1,0,0
"Crataegus pulcherrima",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus punctata",0,0,1,1,1,1,0,0,0,0,1,0,0
"Crataegus putata",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus ravida",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus resima",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus rhodella",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus rigens",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus rivularis",1,1,0,0,0,0,0,0,0,0,0,0,0
"Crataegus robinsonii",0,0,0,0,0,0,0,0,0,0,1,0,0
"Crataegus rosei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus saligna",0,1,0,0,0,0,0,0,0,0,0,0,0
"Crataegus scabrida",0,0,1,0,1,0,0,0,0,0,1,0,0
"Crataegus schuettei",0,0,1,0,1,1,0,0,0,0,1,0,0
"Crataegus shaferi",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus sheila-phippsiae",0,0,0,0,0,0,0,0,0,1,0,0,0
"Crataegus shuswapensis",0,0,0,0,0,0,0,0,0,1,0,0,0
"Crataegus spathulata",0,0,1,1,1,1,0,0,0,0,0,0,0
"Crataegus spatiosa",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus spissa",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus stenosepala",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus submollis",0,0,1,0,1,0,0,0,0,1,1,0,0
"Crataegus suborbiculata",0,0,0,0,1,0,0,0,0,0,1,0,0
"Crataegus succulenta",1,1,1,1,1,1,0,0,0,1,1,0,0
"Crataegus sulfurea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crataegus tanuphylla",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crataegus tinctoria",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus tracyi",0,0,0,1,0,0,0,0,0,0,0,0,1
"Crataegus triflora",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crataegus tristis",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus turnerorum",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus uniflora",0,0,1,1,1,1,0,0,0,0,0,0,1
"Crataegus uvaldensis",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus valida",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crataegus versuta",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crataegus viridis",0,0,1,1,1,1,0,0,0,0,0,0,0
"Crataegus warneri",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crataegus wootoniana",0,1,0,0,0,0,0,0,0,0,0,0,0
"Crataegus xanthophylla",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crateva palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crateva tapia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cremnophila linguifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Cremnophila nutans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crepidomanes draytonianum",0,0,0,0,0,0,0,1,0,0,0,0,0
"Crepidomanes intricatum",0,0,0,0,1,1,0,0,0,0,0,0,0
"Crepidomanes minutum",0,0,0,0,0,0,0,1,0,0,0,0,0
"Crepis acuminata",1,1,1,0,0,0,0,0,0,1,0,0,0
"Crepis atribarba",1,1,1,0,0,0,0,0,0,1,0,0,0
"Crepis bakeri",1,1,0,0,0,0,0,0,0,1,0,0,0
"Crepis barbigera",1,0,0,0,0,0,0,0,0,0,0,0,0
"Crepis intermedia",1,1,1,0,0,0,0,0,0,1,0,0,0
"Crepis modocensis",1,1,0,0,0,0,0,0,0,1,0,0,0
"Crepis monticola",1,1,0,0,0,0,0,0,0,0,0,0,0
"Crepis occidentalis",1,1,1,0,0,0,0,0,0,1,0,0,0
"Crepis pleurocarpa",1,1,0,0,0,0,0,0,0,0,0,0,0
"Crepis runcinata",1,1,1,1,0,0,0,0,0,1,0,0,1
"Crescentia alata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crescentia cujete",0,0,0,0,0,1,0,0,1,0,0,0,1
"Crescentia linearifolia",0,0,0,0,0,0,0,0,1,0,0,0,0
"Crescentia portoricensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Cressa nudicaulis",0,0,0,1,0,0,0,0,0,0,0,0,0
"Cressa truxillensis",1,1,0,1,0,0,0,1,0,0,0,0,1
"Crinum americanum",0,0,0,1,0,1,0,0,1,0,0,0,1
"Crinum kunthianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia aromatisans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia billbergiana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia campechensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia conzattii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia daleoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia hebebotrya",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia hospitalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia iltisii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia lozanoana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia morifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia paneroi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia portoricensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Critonia quadrangularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia sexangularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia siltepecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critonia stigmatica",0,0,0,0,0,0,0,0,1,0,0,0,0
"Critonia yashanalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critoniadelphus microdon",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critoniadelphus nubigenus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critoniopsis autumnalis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critoniopsis macphersonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Critoniopsis uniflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crocanthemum aldersonii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Crocanthemum arenicola",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crocanthemum argenteum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crocanthemum bicknellii",1,1,1,1,1,1,0,0,0,1,1,0,0
"Crocanthemum canadense",0,0,1,0,1,1,0,0,0,0,1,0,1
"Crocanthemum carolinianum",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crocanthemum corymbosum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crocanthemum dumosum",0,0,0,0,1,0,0,0,0,0,0,0,0
"Crocanthemum georgianum",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crocanthemum glomeratum",0,0,0,1,0,0,0,0,0,0,0,0,1
"Crocanthemum greenei",0,1,0,0,0,0,0,0,0,0,0,0,0
"Crocanthemum nashii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crocanthemum nutans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crocanthemum pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crocanthemum propinquum",0,0,0,0,1,1,0,0,0,0,0,0,0
"Crocanthemum rosmarinifolium",0,0,0,1,0,1,0,0,0,0,0,0,0
"Crocanthemum scoparium",0,1,0,0,0,0,0,0,0,0,0,0,1
"Crocanthemum suffrutescens",0,1,0,0,0,0,0,0,0,0,0,0,0
"Crocidium multicaule",1,1,0,0,0,0,0,0,0,1,0,0,0
"Croomia pauciflora",0,0,0,1,0,1,0,0,0,0,0,0,0
"Croptilon divaricatum",0,0,0,1,1,1,0,0,0,0,0,0,0
"Croptilon hookerianum",0,0,0,1,0,0,0,0,0,0,0,0,0
"Croptilon rigidifolium",0,0,0,1,0,0,0,0,0,0,0,0,0
"Crossoliparis wendlandii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum densiflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum filipes",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum gaumeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum glabrum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum ilicifolium",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crossopetalum macrocarpum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum managuatillo",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum minimiflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum oxyphyllum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum parviflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum rhacoma",0,0,0,0,0,1,0,0,1,0,0,0,1
"Crossopetalum standleyi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossopetalum uragoga",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crossosoma bigelovii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Crossosoma californicum",0,1,0,0,0,0,0,0,0,0,0,0,1
"Crossosoma parviflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria angulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria avonensis",0,0,0,0,0,1,0,0,0,0,0,0,0
"Crotalaria brevipedunculata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria bupleurifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria cajanifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria eriocarpa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria filifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria incana",0,0,0,0,0,0,0,0,1,0,0,0,1
"Crotalaria longirostrata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria lotifolia",0,0,0,0,0,0,0,0,1,0,0,0,0
"Crotalaria maypurensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria micans",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria mollicula",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria nayaritensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria nitens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria pallida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria polyphylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria pumila",0,1,0,1,0,1,0,0,0,0,0,0,1
"Crotalaria purdieana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Crotalaria purshii",0,0,0,1,1,1,0,0,0,0,0,0,1
"Crotalaria rotundifolia",0,0,0,1,1,1,0,0,1,0,0,0,1
"Crotalaria rzedowskii",0,0,0,0,0,0,0,0,0,0,0,0,1
